,datetime,solar_best_mw,solar_source,source,geo_name,geo_id
373,2021-01-16T13:00:00.000,5862.3,P48,best_solar,Península,8741
374,2021-01-16T14:00:00.000,5717.8,P48,best_solar,Península,8741
375,2021-01-16T15:00:00.000,5130.3,P48,best_solar,Península,8741
376,2021-01-16T16:00:00.000,3673.9,P48,best_solar,Península,8741
377,2021-01-16T17:00:00.000,1342.2,P48,best_solar,Península,8741
378,2021-01-16T18:00:00.000,88.2,P48,best_solar,Península,8741
379,2021-01-16T19:00:00.000,0.2,P48,best_solar,Península,8741
380,2021-01-16T20:00:00.000,0.2,P48,best_solar,Península,8741
381,2021-01-16T21:00:00.000,0.2,P48,best_solar,Península,8741
382,2021-01-16T22:00:00.000,0.2,P48,best_solar,Península,8741
383,2021-01-16T23:00:00.000,0.2,P48,best_solar,Península,8741
384,2021-01-17T00:00:00.000,0,Forecast,best_solar,Península,8741
385,2021-01-17T01:00:00.000,0,Forecast,best_solar,Península,8741
386,2021-01-17T02:00:00.000,0,Forecast,best_solar,Península,8741
387,2021-01-17T03:00:00.000,0,Forecast,best_solar,Península,8741
388,2021-01-17T04:00:00.000,0,Forecast,best_solar,Península,8741
389,2021-01-17T05:00:00.000,0,Forecast,best_solar,Península,8741
390,2021-01-17T06:00:00.000,0.5,P48,best_solar,Península,8741
391,2021-01-17T07:00:00.000,4.7,P48,best_solar,Península,8741
